order_id;pizza_type_id;pizza_type_id;quantity
101;pepperoni_l;pepperoni;1
101;soppressata_l;soppressata;1
101;spicy_ital_m;spicy_ital;1
102;bbq_ckn_s;bbq_ckn;1
102;prsc_argla_s;prsc_argla;1
103;spinach_supr_s;spinach_supr;1
104;bbq_ckn_m;bbq_ckn;1
104;ckn_alfredo_m;ckn_alfredo;1
104;ital_veggie_m;ital_veggie;1
104;veggie_veg_l;veggie_veg;1
105;hawaiian_s;hawaiian;2
105;pepperoni_l;pepperoni;1
105;prsc_argla_m;prsc_argla;1
106;mexicana_l;mexicana;1
106;spicy_ital_l;spicy_ital;1
107;cali_ckn_l;cali_ckn;1
107;ital_supr_m;ital_supr;1
107;spicy_ital_l;spicy_ital;1
107;veggie_veg_l;veggie_veg;1
108;classic_dlx_l;classic_dlx;1
108;hawaiian_l;hawaiian;1
108;spinach_supr_l;spinach_supr;1
109;ital_cpcllo_l;ital_cpcllo;1
109;ital_supr_l;ital_supr;1
109;pepperoni_m;pepperoni;1
109;prsc_argla_l;prsc_argla;1
110;big_meat_s;big_meat;1
110;napolitana_l;napolitana;1
110;soppressata_l;soppressata;1
110;spicy_ital_s;spicy_ital;1
111;cali_ckn_m;cali_ckn;1
111;five_cheese_l;five_cheese;1
111;pepperoni_m;pepperoni;1
111;spin_pesto_l;spin_pesto;1
112;pepperoni_s;pepperoni;1
113;cali_ckn_l;cali_ckn;1
113;mexicana_l;mexicana;1
113;southw_ckn_m;southw_ckn;1
114;pepperoni_l;pepperoni;1
114;sicilian_s;sicilian;1
115;big_meat_s;big_meat;1
115;napolitana_l;napolitana;1
115;thai_ckn_m;thai_ckn;1
116;five_cheese_l;five_cheese;1
117;peppr_salami_m;peppr_salami;1
117;sicilian_l;sicilian;1
118;prsc_argla_l;prsc_argla;1
118;spinach_fet_s;spinach_fet;1
119;four_cheese_m;four_cheese;1
120;classic_dlx_s;classic_dlx;1
120;hawaiian_s;hawaiian;1
120;spinach_fet_l;spinach_fet;1
121;bbq_ckn_m;bbq_ckn;1
121;four_cheese_l;four_cheese;1
121;sicilian_l;sicilian;1
121;southw_ckn_l;southw_ckn;1
122;ital_supr_m;ital_supr;1
123;ital_cpcllo_s;ital_cpcllo;1
124;bbq_ckn_s;bbq_ckn;1
124;sicilian_l;sicilian;1
124;spicy_ital_l;spicy_ital;1
124;the_greek_s;the_greek;1
125;the_greek_x;the_greek;1
126;veggie_veg_l;veggie_veg;1
127;pepperoni_m;pepperoni;1
128;spicy_ital_s;spicy_ital;1
129;big_meat_s;big_meat;1
129;the_greek_m;the_greek;1
130;hawaiian_s;hawaiian;1
130;ital_cpcllo_l;ital_cpcllo;1
130;mexicana_m;mexicana;1
130;southw_ckn_s;southw_ckn;1
131;ckn_pesto_l;ckn_pesto;1
131;five_cheese_l;five_cheese;1
131;green_garden_s;green_garden;1
131;spinach_supr_s;spinach_supr;1
132;pepperoni_s;pepperoni;1
133;bbq_ckn_l;bbq_ckn;1
133;hawaiian_l;hawaiian;1
133;the_greek_s;the_greek;1
134;big_meat_s;big_meat;1
134;southw_ckn_l;southw_ckn;1
134;spinach_supr_s;spinach_supr;1
135;veggie_veg_l;veggie_veg;1
136;five_cheese_l;five_cheese;1
136;peppr_salami_s;peppr_salami;1
137;mediterraneo_l;mediterraneo;1
137;pepperoni_s;pepperoni;1
137;spicy_ital_m;spicy_ital;1
138;cali_ckn_m;cali_ckn;1
138;four_cheese_l;four_cheese;1
138;ital_veggie_l;ital_veggie;1
138;sicilian_m;sicilian;1
139;five_cheese_l;five_cheese;1
140;prsc_argla_s;prsc_argla;1
140;veggie_veg_m;veggie_veg;1
141;classic_dlx_m;classic_dlx;1
142;green_garden_m;green_garden;1
143;cali_ckn_s;cali_ckn;1
143;classic_dlx_s;classic_dlx;1
143;hawaiian_l;hawaiian;1
143;mexicana_m;mexicana;1
143;pepperoni_l;pepperoni;1
143;prsc_argla_s;prsc_argla;1
143;thai_ckn_l;thai_ckn;1
143;veggie_veg_m;veggie_veg;1
144;bbq_ckn_m;bbq_ckn;3
144;big_meat_s;big_meat;1
144;cali_ckn_l;cali_ckn;1
144;ckn_pesto_m;ckn_pesto;1
144;five_cheese_l;five_cheese;1
144;four_cheese_l;four_cheese;1
144;pep_msh_pep_s;pep_msh_pep;1
144;southw_ckn_l;southw_ckn;1
144;southw_ckn_s;southw_ckn;1
144;spicy_ital_l;spicy_ital;1
144;thai_ckn_m;thai_ckn;1
144;veggie_veg_l;veggie_veg;1
145;the_greek_s;the_greek;1
146;cali_ckn_l;cali_ckn;1
146;four_cheese_m;four_cheese;1
146;hawaiian_m;hawaiian;1
147;the_greek_x;the_greek;1
148;mediterraneo_s;mediterraneo;1
149;spinach_fet_m;spinach_fet;1
150;pepperoni_m;pepperoni;1
151;southw_ckn_l;southw_ckn;1
151;spinach_supr_s;spinach_supr;1
152;hawaiian_s;hawaiian;1
152;spinach_fet_l;spinach_fet;1
152;thai_ckn_s;thai_ckn;1
152;the_greek_m;the_greek;1
153;mexicana_m;mexicana;1
154;prsc_argla_s;prsc_argla;1
155;ckn_pesto_s;ckn_pesto;1
155;napolitana_l;napolitana;1
155;pepperoni_l;pepperoni;1
155;peppr_salami_l;peppr_salami;1
156;napolitana_m;napolitana;1
156;thai_ckn_l;thai_ckn;1
157;ital_supr_l;ital_supr;1
157;mediterraneo_m;mediterraneo;1
157;sicilian_m;sicilian;1
157;spin_pesto_m;spin_pesto;1
158;ital_veggie_m;ital_veggie;1
158;thai_ckn_m;thai_ckn;1
159;four_cheese_l;four_cheese;1
159;thai_ckn_m;thai_ckn;1
160;classic_dlx_m;classic_dlx;1
161;hawaiian_s;hawaiian;1
161;spicy_ital_m;spicy_ital;1
161;the_greek_x;the_greek;1
162;big_meat_s;big_meat;1
163;hawaiian_m;hawaiian;1
163;pepperoni_l;pepperoni;1
163;the_greek_m;the_greek;1
164;cali_ckn_l;cali_ckn;1
164;pepperoni_m;pepperoni;1
165;prsc_argla_m;prsc_argla;1
166;prsc_argla_s;prsc_argla;1
167;bbq_ckn_l;bbq_ckn;1
167;ital_supr_m;ital_supr;1
167;pepperoni_m;pepperoni;1
168;big_meat_s;big_meat;1
168;veggie_veg_m;veggie_veg;1
169;four_cheese_l;four_cheese;1
169;ital_cpcllo_s;ital_cpcllo;1
169;sicilian_m;sicilian;1
170;hawaiian_l;hawaiian;1
171;napolitana_m;napolitana;1
172;napolitana_s;napolitana;1
172;spinach_supr_m;spinach_supr;1
172;thai_ckn_l;thai_ckn;1
173;cali_ckn_m;cali_ckn;1
173;classic_dlx_m;classic_dlx;1
173;veggie_veg_l;veggie_veg;1
174;big_meat_s;big_meat;1
174;cali_ckn_l;cali_ckn;1
174;cali_ckn_m;cali_ckn;1
174;ital_cpcllo_m;ital_cpcllo;1
175;ital_supr_l;ital_supr;1
176;cali_ckn_l;cali_ckn;1
176;peppr_salami_m;peppr_salami;1
177;napolitana_s;napolitana;1
177;thai_ckn_l;thai_ckn;1
178;peppr_salami_l;peppr_salami;1
179;hawaiian_l;hawaiian;1
179;sicilian_m;sicilian;1
179;veggie_veg_s;veggie_veg;1
180;classic_dlx_l;classic_dlx;1
180;prsc_argla_l;prsc_argla;1
181;mexicana_l;mexicana;1
182;brie_carre_s;brie_carre;1
182;peppr_salami_l;peppr_salami;1
183;napolitana_m;napolitana;1
183;spin_pesto_l;spin_pesto;1
183;spin_pesto_s;spin_pesto;1
184;hawaiian_l;hawaiian;1
185;sicilian_m;sicilian;1
185;spin_pesto_s;spin_pesto;1
186;mexicana_l;mexicana;1
186;southw_ckn_l;southw_ckn;1
186;spin_pesto_l;spin_pesto;1
186;thai_ckn_l;thai_ckn;1
187;five_cheese_l;five_cheese;1
187;spin_pesto_l;spin_pesto;1
188;five_cheese_l;five_cheese;1
188;pepperoni_s;pepperoni;1
188;peppr_salami_l;peppr_salami;1
189;big_meat_s;big_meat;2
189;thai_ckn_s;thai_ckn;1
190;bbq_ckn_l;bbq_ckn;1
190;four_cheese_m;four_cheese;1
190;pep_msh_pep_s;pep_msh_pep;1
190;prsc_argla_l;prsc_argla;1
191;cali_ckn_l;cali_ckn;1
191;ckn_alfredo_m;ckn_alfredo;1
192;sicilian_s;sicilian;1
192;southw_ckn_l;southw_ckn;1
193;big_meat_s;big_meat;1
193;cali_ckn_m;cali_ckn;1
193;ckn_alfredo_l;ckn_alfredo;2
194;bbq_ckn_s;bbq_ckn;1
195;bbq_ckn_l;bbq_ckn;1
196;sicilian_s;sicilian;1
196;spicy_ital_m;spicy_ital;1
196;veggie_veg_m;veggie_veg;1
197;four_cheese_l;four_cheese;1
197;ital_cpcllo_l;ital_cpcllo;1
197;ital_veggie_l;ital_veggie;1
197;soppressata_l;soppressata;1
198;big_meat_s;big_meat;1
198;ckn_alfredo_l;ckn_alfredo;1
199;ckn_alfredo_m;ckn_alfredo;1
200;the_greek_x;the_greek;1
201;calabrese_m;calabrese;1
201;ckn_pesto_l;ckn_pesto;1
201;ital_supr_l;ital_supr;1
201;the_greek_x;the_greek;1
202;cali_ckn_s;cali_ckn;1
203;cali_ckn_l;cali_ckn;1
203;ital_veggie_m;ital_veggie;1
203;pep_msh_pep_l;pep_msh_pep;1
203;the_greek_s;the_greek;1
204;spicy_ital_l;spicy_ital;1
205;cali_ckn_s;cali_ckn;1
205;ckn_alfredo_m;ckn_alfredo;1
205;prsc_argla_s;prsc_argla;1
206;napolitana_m;napolitana;1
206;pepperoni_s;pepperoni;1
206;spicy_ital_l;spicy_ital;1
207;spicy_ital_l;spicy_ital;1
208;bbq_ckn_l;bbq_ckn;1
208;bbq_ckn_s;bbq_ckn;1
208;ckn_alfredo_m;ckn_alfredo;1
208;pepperoni_m;pepperoni;1
208;the_greek_m;the_greek;1
209;cali_ckn_l;cali_ckn;1
210;spinach_fet_s;spinach_fet;1
211;pepperoni_s;pepperoni;1
212;ital_cpcllo_l;ital_cpcllo;1
213;four_cheese_l;four_cheese;1
214;ital_cpcllo_l;ital_cpcllo;1
214;ital_supr_m;ital_supr;1
214;mexicana_s;mexicana;1
214;spin_pesto_m;spin_pesto;1
215;green_garden_s;green_garden;1
216;bbq_ckn_m;bbq_ckn;1
216;five_cheese_l;five_cheese;1
216;hawaiian_l;hawaiian;1
217;classic_dlx_m;classic_dlx;1
217;spinach_fet_s;spinach_fet;1
218;spicy_ital_m;spicy_ital;1
219;bbq_ckn_l;bbq_ckn;1
219;five_cheese_l;five_cheese;1
219;peppr_salami_m;peppr_salami;1
219;spinach_fet_m;spinach_fet;1
220;hawaiian_s;hawaiian;1
220;ital_cpcllo_s;ital_cpcllo;1
220;napolitana_l;napolitana;1
220;spicy_ital_l;spicy_ital;1
221;five_cheese_l;five_cheese;1
221;prsc_argla_m;prsc_argla;1
221;the_greek_s;the_greek;1
222;four_cheese_l;four_cheese;1
222;sicilian_s;sicilian;1
223;pep_msh_pep_s;pep_msh_pep;1
224;ckn_alfredo_s;ckn_alfredo;1
224;ital_supr_m;ital_supr;1
224;napolitana_m;napolitana;1
224;thai_ckn_l;thai_ckn;1
225;bbq_ckn_l;bbq_ckn;1
225;bbq_ckn_m;bbq_ckn;1
225;southw_ckn_s;southw_ckn;1
226;classic_dlx_l;classic_dlx;1
227;bbq_ckn_m;bbq_ckn;1
227;the_greek_m;the_greek;1
228;ital_veggie_s;ital_veggie;1
229;ital_veggie_l;ital_veggie;1
229;prsc_argla_l;prsc_argla;1
229;spin_pesto_s;spin_pesto;1
230;thai_ckn_m;thai_ckn;1
231;cali_ckn_l;cali_ckn;1
231;napolitana_s;napolitana;1
231;prsc_argla_s;prsc_argla;1
232;bbq_ckn_m;bbq_ckn;1
232;spinach_supr_l;spinach_supr;1
233;spinach_fet_s;spinach_fet;1
234;ckn_alfredo_m;ckn_alfredo;1
234;ital_supr_s;ital_supr;1
234;napolitana_m;napolitana;1
235;cali_ckn_m;cali_ckn;1
236;classic_dlx_l;classic_dlx;1
236;green_garden_m;green_garden;1
237;green_garden_s;green_garden;1
238;spin_pesto_l;spin_pesto;1
239;ital_supr_l;ital_supr;1
239;thai_ckn_m;thai_ckn;1
240;four_cheese_m;four_cheese;1
241;sicilian_m;sicilian;1
241;spinach_supr_l;spinach_supr;1
242;calabrese_m;calabrese;1
242;thai_ckn_l;thai_ckn;1
242;veggie_veg_m;veggie_veg;1
243;classic_dlx_l;classic_dlx;1
243;spinach_supr_s;spinach_supr;1
244;ital_supr_s;ital_supr;1
244;spicy_ital_l;spicy_ital;1
245;bbq_ckn_l;bbq_ckn;1
245;ckn_pesto_l;ckn_pesto;1
246;ckn_alfredo_m;ckn_alfredo;1
246;pepperoni_l;pepperoni;1
247;hawaiian_m;hawaiian;1
247;sicilian_m;sicilian;1
247;spinach_supr_s;spinach_supr;1
248;hawaiian_s;hawaiian;1
248;thai_ckn_l;thai_ckn;1
249;bbq_ckn_l;bbq_ckn;1
249;calabrese_s;calabrese;1
250;four_cheese_m;four_cheese;1
251;mexicana_m;mexicana;1
252;prsc_argla_m;prsc_argla;1
253;brie_carre_s;brie_carre;1
254;bbq_ckn_l;bbq_ckn;1
254;brie_carre_s;brie_carre;1
254;five_cheese_l;five_cheese;1
255;five_cheese_l;five_cheese;1
255;green_garden_m;green_garden;1
255;hawaiian_l;hawaiian;1
255;spinach_fet_m;spinach_fet;1
256;pep_msh_pep_l;pep_msh_pep;1
257;cali_ckn_l;cali_ckn;1
257;ckn_alfredo_l;ckn_alfredo;1
258;classic_dlx_m;classic_dlx;1
259;pepperoni_l;pepperoni;1
260;five_cheese_l;five_cheese;1
260;the_greek_l;the_greek;1
261;brie_carre_s;brie_carre;1
262;cali_ckn_m;cali_ckn;1
263;spin_pesto_l;spin_pesto;1
264;mexicana_m;mexicana;1
265;ckn_alfredo_m;ckn_alfredo;1
265;mexicana_l;mexicana;1
265;sicilian_m;sicilian;1
265;spicy_ital_l;spicy_ital;1
266;peppr_salami_m;peppr_salami;1
267;four_cheese_l;four_cheese;1
267;mediterraneo_l;mediterraneo;1
267;napolitana_s;napolitana;1
268;ital_supr_l;ital_supr;1
268;pepperoni_s;pepperoni;1
269;ckn_alfredo_m;ckn_alfredo;1
270;southw_ckn_l;southw_ckn;1
270;spin_pesto_l;spin_pesto;1
270;thai_ckn_l;thai_ckn;1
271;big_meat_s;big_meat;1
271;cali_ckn_m;cali_ckn;2
271;ckn_alfredo_m;ckn_alfredo;2
271;ckn_pesto_l;ckn_pesto;2
271;classic_dlx_m;classic_dlx;1
271;ital_supr_m;ital_supr;1
271;sicilian_s;sicilian;1
271;soppressata_m;soppressata;1
271;southw_ckn_m;southw_ckn;1
271;the_greek_s;the_greek;1
272;ital_supr_m;ital_supr;1
273;soppressata_s;soppressata;1
274;four_cheese_l;four_cheese;1
274;thai_ckn_l;thai_ckn;1
275;classic_dlx_l;classic_dlx;1
275;five_cheese_l;five_cheese;1
275;pepperoni_s;pepperoni;1
275;sicilian_m;sicilian;1
276;five_cheese_l;five_cheese;1
276;spicy_ital_l;spicy_ital;1
277;four_cheese_m;four_cheese;1
278;ital_veggie_m;ital_veggie;1
278;southw_ckn_l;southw_ckn;1
279;cali_ckn_m;cali_ckn;1
279;ckn_alfredo_m;ckn_alfredo;1
280;prsc_argla_m;prsc_argla;1
280;veggie_veg_m;veggie_veg;1
281;sicilian_s;sicilian;1
282;classic_dlx_s;classic_dlx;1
282;five_cheese_l;five_cheese;1
282;peppr_salami_l;peppr_salami;1
282;spin_pesto_l;spin_pesto;1
283;napolitana_m;napolitana;1
284;four_cheese_m;four_cheese;1
284;hawaiian_s;hawaiian;1
284;napolitana_m;napolitana;1
285;prsc_argla_l;prsc_argla;1
286;ital_supr_m;ital_supr;1
286;peppr_salami_l;peppr_salami;1
287;ital_supr_m;ital_supr;1
287;pep_msh_pep_m;pep_msh_pep;1
287;pepperoni_m;pepperoni;1
287;sicilian_s;sicilian;1
288;brie_carre_s;brie_carre;1
288;prsc_argla_l;prsc_argla;1
288;spinach_supr_l;spinach_supr;1
289;five_cheese_l;five_cheese;1
290;classic_dlx_s;classic_dlx;1
290;veggie_veg_m;veggie_veg;1
291;bbq_ckn_l;bbq_ckn;1
291;ckn_alfredo_m;ckn_alfredo;2
291;four_cheese_m;four_cheese;1
292;spin_pesto_m;spin_pesto;1
292;spinach_fet_l;spinach_fet;1
293;classic_dlx_s;classic_dlx;1
293;ital_veggie_s;ital_veggie;1
294;bbq_ckn_m;bbq_ckn;1
294;ital_supr_l;ital_supr;1
294;thai_ckn_l;thai_ckn;1
295;cali_ckn_m;cali_ckn;1
296;green_garden_s;green_garden;1
296;ital_cpcllo_s;ital_cpcllo;1
296;thai_ckn_m;thai_ckn;1
297;southw_ckn_m;southw_ckn;1
298;cali_ckn_m;cali_ckn;1
298;cali_ckn_s;cali_ckn;1
298;ckn_alfredo_m;ckn_alfredo;1
298;classic_dlx_s;classic_dlx;1
299;classic_dlx_s;classic_dlx;1
299;spinach_fet_m;spinach_fet;1
300;big_meat_s;big_meat;1
300;ital_cpcllo_s;ital_cpcllo;1
300;ital_veggie_s;ital_veggie;1
300;spinach_supr_s;spinach_supr;1
301;napolitana_l;napolitana;1
302;peppr_salami_l;peppr_salami;1
303;big_meat_s;big_meat;1
303;ital_cpcllo_m;ital_cpcllo;1
303;pepperoni_s;pepperoni;1
304;hawaiian_s;hawaiian;1
304;mexicana_l;mexicana;1
305;pepperoni_l;pepperoni;1
305;sicilian_s;sicilian;1
305;spicy_ital_m;spicy_ital;1
306;big_meat_s;big_meat;1
306;hawaiian_s;hawaiian;1
306;napolitana_m;napolitana;1
307;classic_dlx_l;classic_dlx;1
307;thai_ckn_m;thai_ckn;1
308;hawaiian_l;hawaiian;1
308;pep_msh_pep_l;pep_msh_pep;1
308;thai_ckn_s;thai_ckn;1
309;five_cheese_l;five_cheese;1
309;peppr_salami_m;peppr_salami;1
310;hawaiian_s;hawaiian;1
310;thai_ckn_s;thai_ckn;1
311;sicilian_l;sicilian;1
312;big_meat_s;big_meat;1
312;brie_carre_s;brie_carre;1
312;ckn_alfredo_m;ckn_alfredo;1
312;sicilian_m;sicilian;1
313;classic_dlx_m;classic_dlx;1
314;calabrese_m;calabrese;1
314;five_cheese_l;five_cheese;1
314;green_garden_m;green_garden;1
314;hawaiian_m;hawaiian;1
314;veggie_veg_m;veggie_veg;1
315;classic_dlx_m;classic_dlx;1
316;hawaiian_s;hawaiian;1
316;ital_supr_m;ital_supr;1
317;cali_ckn_s;cali_ckn;1
317;classic_dlx_m;classic_dlx;1
317;four_cheese_l;four_cheese;1
317;hawaiian_s;hawaiian;1
317;pep_msh_pep_l;pep_msh_pep;1
317;prsc_argla_s;prsc_argla;1
317;spinach_fet_s;spinach_fet;1
318;ital_cpcllo_l;ital_cpcllo;1
